Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1542923573861699585,Fri Jul 01 17:30:20 +0000 2022,https://twitter.com/bharath_kiddo/status/1542923573861699585,"@pachchakkili 1. SC/ST belonging to  minority religions are eligible under MERIT CUM MEANS BASED SCHOLARSHIP FOR STUDENTS BELONGING TO THE MINORITY COMMUNITIES is 20000 per annum.
2. Post matric scholarship 3000 per annum + 570 rs per month (hosteler), 300 day scholar
3. Tamilnadu state 1/2",[],0,4,1,1,en,[],[],['pachchakkili'],950462467825479680,பிறப்பால் மனிதன்*இனத்தால் திராவிடன்*மொழியால் தமிழன்*விருப்பால் முனைவர்*நினைப்பால் இயற்பியலாளன்* கல்விசார் உதவிகளுக்கு எப்போதும் செவிகள் தயார்.,bharath_kiddo,31380
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1419610934457241601,Mon Jul 26 10:49:56 +0000 2021,https://twitter.com/PIBSrinagar/status/1419610934457241601,"The Ministry of Minority Affairs implements Pre-Matric, Post Matric, Merit-cum-Means based Scholarship Schemes and Begum Hazrat Mahal National Scholarship Scheme for the educational empowerment of students belonging to six notified minority communities.. https://t.co/yA2W9UkoAN",[],0,0,0,0,en,[],[],[],902109287480037376,"Official Twitter account of Press Information Bureau, Government of India, Jammu & Kashmir and Ladakh",PIBSrinagar,20264
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1349275105629597696,Wed Jan 13 08:40:28 +0000 2021,https://twitter.com/shoukathkhan10/status/1349275105629597696,"Celebrating Pongal festival at my residence with people from Tamil Nadu
@naqvimukhtar ji great of of India
Merit-cum-Means based Scholarship Scheme
Maulana Azad National Fellowship (MANF)Naya Savera-Free Coaching and Allied Scheme for the candidates/students belonging to Minority https://t.co/rz5Gzt2Vt5",[],0,2,0,0,en,['https://pbs.twimg.com/media/ErmWjqiVQAUOIjj.jpg'],[],['naqvimukhtar'],3607911314,"Business Specialized in Defence Intelligent & Defense, Oil & Gas, Field Force 
Sahil Connecting Pvt ltd Director 
UK - KSA - INDIA - DUBAI
Merchant Exporter",shoukathkhan10,751
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1116274745010421760,Thu Apr 11 09:40:13 +0000 2019,https://twitter.com/kaapi_angadi/status/1116274745010421760,"@vijayadhwaja @narendramodi &gt; #CCEA approves proposal for continuation of Pre-Matric, Post Matric and Merit-cum-Means based Scholarship Schemes for the students belonging to the six notified Minority Communities during 2017-18 to 2019-20

https://t.co/RrDyDsFWSN",['CCEA'],0,1,2,1,en,[],[],"['vijayadhwaja', 'narendramodi']",2279118108,"Love Visiting Ancient Devastanams,Each One is an Education & energy Center. #AutoDriver #Farmer #Business",kaapi_angadi,2091
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1049179349528850432,Mon Oct 08 06:07:04 +0000 2018,https://twitter.com/NiranGogoi/status/1049179349528850432,"SCHEME OF ‘MERIT CUM MEANS BASED SCHOLARSHIP’ FOR STUDENTS
BELONGING TO THE MINORITY COMMUNITIES",[],0,0,0,0,en,[],[],[],1946055157,,NiranGogoi,13
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1046630215135514624,Mon Oct 01 05:17:43 +0000 2018,https://twitter.com/Pratap__Rudra/status/1046630215135514624,"@kumarefh https://t.co/CbUeF68Ad4… 

&gt; #CCEA approves proposal for continuation of Pre-Matric, Post Matric and Merit-cum-Means based Scholarship Schemes for the students belonging to the six notified Minority Communities during 2017-18 to 2019-20

https://t.co/2v7z3HSIBY

6/n",['CCEA'],0,0,2,1,en,[],[],['kumarefh'],2294859817,,Pratap__Rudra,1301
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1025640686337634304,Sat Aug 04 07:12:49 +0000 2018,https://twitter.com/nitnarula/status/1025640686337634304,This is to inform to all concerned students belonging to Minority Community that the last date for online submission of Merit-cum-means based Scholarship application (Fresh &amp; Renewal) is 30 September 2018. Please see National Scholarship web... https://t.co/92ll10ET0I,[],0,1,0,0,en,[],[],[],964815552924430337,"Engineering College, Agarpara, Kolkata, India, 700109.
Web: https://t.co/jQzLxcMDao
FB Page: https://t.co/AgOp33TuS8
+91 33 2563 8888/7777",nitnarula,301
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1024990964946022400,Thu Aug 02 12:11:04 +0000 2018,https://twitter.com/surenderkpal/status/1024990964946022400,"Apply for Pre-matric, Post matric and Merit-cum-means based scholarship schemes for the students belonging to minority communities.

https://t.co/cQ4Tjfb9f7  
https://t.co/V3kE3vwTjY … https://t.co/UmAURs4hdf",[],0,0,0,0,en,['https://pbs.twimg.com/media/DjlOmyvU8AA4FNV.jpg'],[],[],1039564873,"Training and Placement consultant.
For freshers hiring through 
ON CAMPUS / VIRTUAL CAMPUS  / OFF CAMPUS RECRUITMENT DRIVES. 
🙏🙏",surenderkpal,2732
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1024937073466327041,Thu Aug 02 08:36:55 +0000 2018,https://twitter.com/sourabhbanjee/status/1024937073466327041,"Apply for Pre-matric, Post matric and Merit-cum-means based scholarship schemes for the students belonging to minority communities.

https://t.co/Qjw314mQ1K 
https://t.co/FscGhcGLul https://t.co/YXhHvk5Zpf",[],0,2,0,0,en,['https://pbs.twimg.com/media/DjlOmyvU8AA4FNV.jpg'],[],[],571404107,"Am Microsoft Engineer & Senior S/w Engineer.Admin. to various Univ. in INDIA. I Train the BCA,MCA,B.E,B.Tech,MBA students.
techinfiniteonline@gmail.com",sourabhbanjee,104
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1021639617429295104,Tue Jul 24 06:14:00 +0000 2018,https://twitter.com/CLILatIndia/status/1021639617429295104,"The Union Cabinet approved the proposal for continuation of pre-matric, post matric and merit-cum-means based scholarship schemes for the students belonging to minority communities at a cost of over Rs 5,000 crore for period up to 2019-20.
https://t.co/T2PhMn3F8M",[],0,2,0,0,en,[],[],[],884296184843558912,#CLILatIndia is about innovative education for a multilingual India. Content and Language Integrated Learning (CLIL) supports better learning outcomes.,CLILatIndia,2680
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019772783805517825,Thu Jul 19 02:35:52 +0000 2018,https://twitter.com/bulbulroymishra/status/1019772783805517825,"#CCEA approves proposal for continuation of Pre-Matric, Post Matric and Merit-cum-Means based Scholarship Schemes for the students belonging to the six notified Minority Communities during 2017-18 to 2019-20 https://t.co/YBOpTLev3d",['CCEA'],0,0,0,0,en,['https://pbs.twimg.com/media/Dib18GRWsAcbLKM.jpg'],[],[],4102304893,,bulbulroymishra,235
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019557991853494273,Wed Jul 18 12:22:22 +0000 2018,https://twitter.com/AshishMerkhed/status/1019557991853494273,Central Government #Cabinet approves continuation of the Schemes of (i) Pre-Matric Scholarship Scheme; (ii) Post Matric Scholarship Scheme; and (iii) Merit-cum-Means based Scholarship Scheme for the students belonging to Minority Communities :https://t.co/hTHvEnfsKs,['Cabinet'],0,18,15,0,en,[],[],[],2588947579,Partner SAM Corp | Director Singhal E&F P L | Followed by Hon PM Sh. @narendramodi | Loved to Travel | Air Ambulance | Chartered Aviation Services | Consultant,AshishMerkhed,23234
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019554530533371904,Wed Jul 18 12:08:37 +0000 2018,https://twitter.com/MIB_India/status/1019554530533371904,#Cabinet approves continuation of the Schemes of (i) Pre-Matric Scholarship Scheme; (ii) Post Matric Scholarship Scheme; and (iii) Merit-cum-Means based Scholarship Scheme for the students belonging to Minority Communities :https://t.co/v31cBNFOwV,['Cabinet'],0,7,4,0,en,[],[],[],920488039,"Official Twitter account of Ministry of Information and Broadcasting, Government of India. Follow @MIB_Hindi for Tweets in Hindi.",MIB_India,1928584
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019551533292236801,Wed Jul 18 11:56:42 +0000 2018,https://twitter.com/AlHindWire/status/1019551533292236801,Cabinet approves continuation of the Schemes of (i) Pre-Matric Scholarship Scheme; (ii) Post Matric Scholarship Scheme; and (iii) Merit-cum-Means based Scholarship Scheme for the students belonging to Minority Communities during 2017-18 to 2019-20 https://t.co/QTrIbeg5J7,[],0,0,0,0,en,[],[],[],824877882329554946,"Bring you latest news from India in English, Hindi, Urdu, Tamil, Malayalam, Telugu, Kannada, Marathi, Gujarati, Oriya, Bengali and Assamese",AlHindWire,75
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019551529269911552,Wed Jul 18 11:56:41 +0000 2018,https://twitter.com/AlHindWire/status/1019551529269911552,Cabinet approves continuation of the Schemes of (i) Pre-Matric Scholarship Scheme; (ii) Post Matric Scholarship Scheme; and (iii) Merit-cum-Means based Scholarship Scheme for the students belonging to Minority Communities during 2017-18 to 2019-20 https://t.co/0UuUuEwJSt,[],0,0,0,0,en,[],[],[],824877882329554946,"Bring you latest news from India in English, Hindi, Urdu, Tamil, Malayalam, Telugu, Kannada, Marathi, Gujarati, Oriya, Bengali and Assamese",AlHindWire,75
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019540189721628672,Wed Jul 18 11:11:38 +0000 2018,https://twitter.com/bulbulroymishra/status/1019540189721628672,"#CCEA approves proposal for continuation of Pre-Matric, Post Matric and Merit-cum-Means based Scholarship Schemes for the students belonging to the six notified Minority Communities during 2017-18 to 2019-20 https://t.co/4CIqvuMRKx",['CCEA'],0,0,0,0,en,['https://pbs.twimg.com/media/DiYiZYVWsAMvUOh.jpg'],[],[],4102304893,,bulbulroymishra,235
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019539670693269506,Wed Jul 18 11:09:34 +0000 2018,https://twitter.com/yuvaswapan/status/1019539670693269506,"#CCEA approves proposal for continuation of Pre-Matric, Post Matric and Merit-cum-Means based Scholarship Schemes for the students belonging to the six notified Minority Communities during 2017-18 to 2019-20 https://t.co/SxFXde0DDa",['CCEA'],0,0,0,0,en,['https://pbs.twimg.com/media/DiYh7MlW4AAj2i4.jpg'],[],[],754276593648881664,Chief Editor Of Yuva Swapan Yuva Soch (https://t.co/J1mR1CGvRt),yuvaswapan,2043
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The Minority,1019538433486852099,Wed Jul 18 11:04:39 +0000 2018,https://twitter.com/mantralayatimes/status/1019538433486852099,"#CCEA approves proposal for continuation of Pre-Matric, Post Matric and Merit-cum-Means based Scholarship Schemes for the students belonging to the six notified Minority Communities during 2017-18 to 2019-20
HRDMinistry PrakashJavdekar https://t.co/to7s7uWSGh",['CCEA'],0,0,0,0,en,[],['https://video.twimg.com/amplify_video/1019538117227786241/vid/274x180/UiZwAswHocoAV7oj.mp4?tag=3'],[],3270975091,Mantralaya Times is 1st political news agency in India dedicated to support every effort for good governance & to encourage accountability in politics.,mantralayatimes,2307
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The,1610706669868318721,Wed Jan 04 18:36:10 +0000 2023,https://twitter.com/KRISHNAIASINSTI/status/1610706669868318721,"Three scholarship schemes are implemented for the educational empowerment of students belonging to notified minority communities.
Pre-matric scholarship
Post-matric scholarship
Merit–cum–means based scholarship
To improve transparency in scholarship schemes, a new and revamped...",[],52,0,0,0,en,[],[],[],1606484900953018368,"TEACHING PROFESSIONAL/ECONOMICS/UPSC, OPTIONAL-ECONOMICS /INDIAN ECONOMICS SERVICE/UPSC-GS-INDIAN ECONOMY/WRITING FOR UPSC, OPT.-ECONOMICS, AND IES",KRISHNAIASINSTI,9
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The,1554037279512858624,Mon Aug 01 09:32:14 +0000 2022,https://twitter.com/ksmc_in/status/1554037279512858624,"Ministry of Minority Affairs provides an opportunity to the students belonging to the minority community for availing scholarships under pre-metric, post-metric and merit cum means-based scholarships for the year 2022-23.",[],0,0,0,1,en,[],[],[],1477929243975708673,The Karnataka State Minorities Commission constituted by government in 1983. It’s aimed to implement all safeguards provided for minorities in the Constitution.,ksmc_in,422
Merit Cum Means Based Scholarship For Students Belonging To The Minority Communities,Merit Cum Means Based Scholarship For Students Belonging To The,1542923573861699585,Fri Jul 01 17:30:20 +0000 2022,https://twitter.com/bharath_kiddo/status/1542923573861699585,"@pachchakkili 1. SC/ST belonging to  minority religions are eligible under MERIT CUM MEANS BASED SCHOLARSHIP FOR STUDENTS BELONGING TO THE MINORITY COMMUNITIES is 20000 per annum.
2. Post matric scholarship 3000 per annum + 570 rs per month (hosteler), 300 day scholar
3. Tamilnadu state 1/2",[],0,4,1,1,en,[],[],['pachchakkili'],950462467825479680,பிறப்பால் மனிதன்*இனத்தால் திராவிடன்*மொழியால் தமிழன்*விருப்பால் முனைவர்*நினைப்பால் இயற்பியலாளன்* கல்விசார் உதவிகளுக்கு எப்போதும் செவிகள் தயார்.,bharath_kiddo,31380
